zuerich.	900	in	soa	ns0.centralnic.net. hostmaster.centralnic.net. 2019106004 900 1800 6048000 3600
nordpol.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. WpmIyZekJ4NsmOTEraPANMhGokZIx5nrdeJUbpOChSSdNC7dgH1JLXG77Y7e70kgg5A0mTRoD/+3ffnL1EwC2nZld/Nb7TqQ5t+jY2K8Fdgd59VaORHsJb9P8Ca084d1NlSgKLVa6aw2nlJKbJndxzzWsxBxM4CggRcrUgCmhpg=
notariate.zuerich.	3600	in	ns	dns1.gerichte-zh.ch.
notariate.zuerich.	3600	in	ns	dns2.gerichte-zh.ch.
notfallpflege.zuerich.	3600	in	ns	a.ns14.net.
notfallpflege.zuerich.	3600	in	ns	b.ns14.net.
notfallpflege.zuerich.	3600	in	ns	c.ns14.net.
notfallpflege.zuerich.	3600	in	ns	d.ns14.net.
nothelferkurs.zuerich.	3600	in	ns	ns1223.ispapi.net.
nothelferkurs.zuerich.	3600	in	ns	ns2179.ispapi.net.
nothelferkurs.zuerich.	3600	in	ns	ns3183.ispapi.net.
notstromaggregate.zuerich.	3600	in	ns	ns1223.ispapi.net.
notstromaggregate.zuerich.	3600	in	ns	ns2179.ispapi.net.
notstromaggregate.zuerich.	3600	in	ns	ns3183.ispapi.net.
nottaris.zuerich.	3600	in	ns	ns6.wixdns.net.
nottaris.zuerich.	3600	in	ns	ns7.wixdns.net.
npo.zuerich.	3600	in	ns	ns.hostpoint.ch.
npo.zuerich.	3600	in	ns	ns2.hostpoint.ch.
npo.zuerich.	3600	in	ns	ns3.hostpoint.ch.
nr9khovgf1a4egdnd3a5fsvpvtv0c6eh.zuerich.	900	in	nsec3	1 1 0 - O1EKTA98IFFOVGAKFJESGGPO735MA9LM NS DS RRSIG
nr9khovgf1a4egdnd3a5fsvpvtv0c6eh.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. MKlZQs49DfJtuUkfO2fhix7EIfXm8fstxI7ogGGvkcUqCDIzKQ84IokmsymuDNTHysEEb8qOVt1BgTPPkC5abTyUqTIzMtaQAt1R16yEaXnm9NbckJrTSa54agBtSsguGKwmBiciwwcBQTA4dgo7SsbGYTynCsP80L1Y756J/s4=
numismatik.zuerich.	3600	in	ns	ns.hostpoint.ch.
numismatik.zuerich.	3600	in	ns	ns2.hostpoint.ch.
numismatik.zuerich.	3600	in	ns	ns3.hostpoint.ch.
nutztierklinik.zuerich.	3600	in	ns	ns.hostpoint.ch.
nutztierklinik.zuerich.	3600	in	ns	ns2.hostpoint.ch.
nutztierklinik.zuerich.	3600	in	ns	ns3.hostpoint.ch.
nxt-engineering.zuerich.	3600	in	ns	lars.ns.cloudflare.com.
nxt-engineering.zuerich.	3600	in	ns	liv.ns.cloudflare.com.
nxt.zuerich.	3600	in	ns	lars.ns.cloudflare.com.
nxt.zuerich.	3600	in	ns	liv.ns.cloudflare.com.
nzz-am-bellevue.zuerich.	3600	in	ns	ns-147-b.gandi.net.
nzz-am-bellevue.zuerich.	3600	in	ns	ns-225-c.gandi.net.
nzz-am-bellevue.zuerich.	3600	in	ns	ns-25-a.gandi.net.
nzz.zuerich.	3600	in	ns	ns-208-a.gandi.net.
nzz.zuerich.	3600	in	ns	ns-228-b.gandi.net.
nzz.zuerich.	3600	in	ns	ns-246-c.gandi.net.
nzzas.zuerich.	3600	in	ns	ns-129-c.gandi.net.
nzzas.zuerich.	3600	in	ns	ns-217-a.gandi.net.
nzzas.zuerich.	3600	in	ns	ns-234-b.gandi.net.
nzzone.zuerich.	3600	in	ns	ns-232-c.gandi.net.
nzzone.zuerich.	3600	in	ns	ns-246-b.gandi.net.
nzzone.zuerich.	3600	in	ns	ns-78-a.gandi.net.
o1ekta98iffovgakfjesggpo735ma9lm.zuerich.	900	in	nsec3	1 1 0 - O9Q2R09H9BOM4RB339IT3JV4JIJ0GPDN NS DS RRSIG
o1ekta98iffovgakfjesggpo735ma9lm.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. IOj6AXdLj5r+q+jsnZVMnq1bb/S8Ie0EhecbmZrjC/KrWv3hIUzAcyNwjla9MrDYUykh0yhtzno5KfBUjblk/baFCCIBNI55XePA2mxlnBuc7XqnnG4AhhSnvci/RUYi1UiUG2wEXdhsyO71pm2HC5AKNitc90rMl1mYeUanDY0=
o9q2r09h9bom4rb339it3jv4jij0gpdn.zuerich.	900	in	nsec3	1 1 0 - OJQIMTB2SB7AE4JPOODL38B9CTQ9190J NS DS RRSIG
o9q2r09h9bom4rb339it3jv4jij0gpdn.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. KgLeAFK7aEOY+2JW7TaNTm8LE0RRpOvsI47CifjeT8slWN6uSeAyV4WJ8fp25gw+Xv+EsUDzcOlcNniOwgP4oLV5vhtf3e4VYYN1R5H5Wx2ZurXrR/zMxWq7N2807AjTq3r0auRNYvFIFW/QX2PPW1/7eURKQ8LdXtVHXpRArgU=
oberes-triemli.zuerich.	3600	in	ns	ns.hostpoint.ch.
oberes-triemli.zuerich.	3600	in	ns	ns2.hostpoint.ch.
oberes-triemli.zuerich.	3600	in	ns	ns3.hostpoint.ch.
obergericht.zuerich.	3600	in	ns	dns1.gerichte-zh.ch.
obergericht.zuerich.	3600	in	ns	dns2.gerichte-zh.ch.
obrist.zuerich.	3600	in	ns	ns1.cyon.ch.
obrist.zuerich.	3600	in	ns	ns2.cyon.ch.
office.zuerich.	3600	in	ns	ns.inwx.de.
office.zuerich.	3600	in	ns	ns2.inwx.de.
office.zuerich.	3600	in	ns	ns3.inwx.eu.
oho.zuerich.	3600	in	ns	nsany1.infomaniak.com.
oho.zuerich.	3600	in	ns	nsany2.infomaniak.com.
oja.zuerich.	3600	in	ns	ns.hostpoint.ch.
oja.zuerich.	3600	in	ns	ns2.hostpoint.ch.
oja.zuerich.	3600	in	ns	ns3.hostpoint.ch.
ojqimtb2sb7ae4jpoodl38b9ctq9190j.zuerich.	900	in	nsec3	1 1 0 - P05PE214B8322QA69F6LT1Q6SVDDTN3U NS DS RRSIG
ojqimtb2sb7ae4jpoodl38b9ctq9190j.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. lOO3dCSh3NI8jPTT4+L73SGquxYaoF91TUMuziYcTP6mwzkbY8it+KdeZ18fJ+INmy0piQJXiY/IxlewVcIyZyoFhgpVdMfgWSygRJBeWzXDfSY3gpq0PTTR5xtmaMzYJ4uNcLDF90FSMsyJvf4gIH5Z3dd9Jmk1CQ5FwlHzkxs=
oktoberfest.zuerich.	3600	in	ns	ns77.tophost.ch.
oktoberfest.zuerich.	3600	in	ns	ns78.tophost.ch.
oldtimer-mieten.zuerich.	3600	in	ns	ns.hostpoint.ch.
oldtimer-mieten.zuerich.	3600	in	ns	ns2.hostpoint.ch.
oldtimer-mieten.zuerich.	3600	in	ns	ns3.hostpoint.ch.
oldtimermieten.zuerich.	3600	in	ns	ns.hostpoint.ch.
oldtimermieten.zuerich.	3600	in	ns	ns2.hostpoint.ch.
oldtimermieten.zuerich.	3600	in	ns	ns3.hostpoint.ch.
oliverhinz.zuerich.	3600	in	ns	ns.hostpoint.ch.
oliverhinz.zuerich.	3600	in	ns	ns2.hostpoint.ch.
oliverhinz.zuerich.	3600	in	ns	ns3.hostpoint.ch.
omega.zuerich.	3600	in	ns	ns1-04.azure-dns.com.
omega.zuerich.	3600	in	ns	ns2-04.azure-dns.net.
omega.zuerich.	3600	in	ns	ns3-04.azure-dns.org.
omega.zuerich.	3600	in	ns	ns4-04.azure-dns.info.
on-running.zuerich.	3600	in	ns	ns.hostpoint.ch.
on-running.zuerich.	3600	in	ns	ns2.hostpoint.ch.
on-running.zuerich.	3600	in	ns	ns3.hostpoint.ch.
one.zuerich.	3600	in	ns	ns.hostpoint.ch.
one.zuerich.	3600	in	ns	ns2.hostpoint.ch.
one.zuerich.	3600	in	ns	ns3.hostpoint.ch.
onemarketing.zuerich.	3600	in	ns	ns.hostpoint.ch.
onemarketing.zuerich.	3600	in	ns	ns2.hostpoint.ch.
onemarketing.zuerich.	3600	in	ns	ns3.hostpoint.ch.
onlinesuchtberatung.zuerich.	3600	in	ns	ns.hostpoint.ch.
onlinesuchtberatung.zuerich.	3600	in	ns	ns2.hostpoint.ch.
onlinesuchtberatung.zuerich.	3600	in	ns	ns3.hostpoint.ch.
onrunning.zuerich.	3600	in	ns	ns.hostpoint.ch.
onrunning.zuerich.	3600	in	ns	ns2.hostpoint.ch.
onrunning.zuerich.	3600	in	ns	ns3.hostpoint.ch.
open-up.zuerich.	3600	in	ns	ns1.parking.tophost.ch.
open-up.zuerich.	3600	in	ns	ns2.parking.tophost.ch.
openair.zuerich.	3600	in	ns	ns1.tajo.sui-inter.net.
openair.zuerich.	3600	in	ns	ns2.tajo.sui-inter.net.
opernhaus.zuerich.	3600	in	ns	ns5.nine.ch.
opernhaus.zuerich.	3600	in	ns	ns6.nine.ch.
opportunity.zuerich.	3600	in	ns	ns.hostpoint.ch.
opportunity.zuerich.	3600	in	ns	ns2.hostpoint.ch.
opportunity.zuerich.	3600	in	ns	ns3.hostpoint.ch.
options.zuerich.	3600	in	ns	n2.iptwins.net.
options.zuerich.	3600	in	ns	ns1.iptwins.net.
options.zuerich.	3600	in	ns	ns3.iptwins.com.
options.zuerich.	3600	in	ns	ns4.iptwins.com.
ous.zuerich.	3600	in	ns	ns14.wixdns.net.
ous.zuerich.	3600	in	ns	ns15.wixdns.net.
p05pe214b8322qa69f6lt1q6svddtn3u.zuerich.	900	in	nsec3	1 1 0 - P44VDTQ4GKR05N0E7DJPDOOGKGLQPS69 NS DS RRSIG
p05pe214b8322qa69f6lt1q6svddtn3u.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. QepSC8gL3o4HBjR1ue0tiF9NM7zz+cr7kU+eN1XeQP6Mown2871hVFnvKy2stegouM6O0g8P8P+tuYdt0AmZOY6kherHeaEPwqeYET7g1oiTeuHkDKL1x+hoJb4gEptIz4FqUAq9c+1y3rs5bVk1iTzqmm6mpaO9L3zB8+/zXXM=
p44vdtq4gkr05n0e7djpdoogkglqps69.zuerich.	900	in	nsec3	1 1 0 - P6JVU72J3TPK0NPRHO86O8DUTE7Q5545 NS DS RRSIG
p44vdtq4gkr05n0e7djpdoogkglqps69.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. j2dkRvy/0kN6QgvfyWXifeSjILDGwg6LeZSkcVR3arAvRiJZ7rHVlmPfwNnGYicbccs6hEuXb2G2EyMq89DddMcTPZxHfWqD6nPxmLyIa24AxY7dSHW8/v7cW7nVgW9nIO+6YCqknRCmugk9Dzs/FhFnWb6ckX/uHhwXQ68E+LY=
p6jvu72j3tpk0nprho86o8dute7q5545.zuerich.	900	in	nsec3	1 1 0 - P9SKGS5QKJ2OBP2TG1KHTUGH6AJ3HFVN NS DS RRSIG
p6jvu72j3tpk0nprho86o8dute7q5545.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. batvIiVpHOHPyBvgX7Fz4Ek6fiqssEILnjtyJwaKQ7qFmBhl50COwkdLz3U9oGW0CNopWDJO7fwAs8CM8r1g2t6Nj1m3VKlDJaOR0vzHvpUkwsbhPgSHPkHLLFyZcp+8eaLbxm6Lq3CijHFeZjXg5LMxQ5sB+QfNzQh/hjknr6Y=
p9skgs5qkj2obp2tg1khtugh6aj3hfvn.zuerich.	900	in	nsec3	1 1 0 - PCFULBLGBE5TPU6BPPBL5R48EH7GK4OA NS DS RRSIG
p9skgs5qkj2obp2tg1khtugh6aj3hfvn.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. LZOsmQqDv7COz9bIROLQZPvcyf4Wl/N2Tshic5t7fZJ2TFOoZ9xzLAAJzzHiE2WZZe7B5iGlDSJAMXVSgP6D3K4s9vJ8ilObAeVqlGSMWKWjv97sv7Hotp3YFhcPoNzymPA9JgXB4l0vsqnnmVy0k9TKFnv43rTyT/nCw/PrNs8=
paarberatung-mediation.zuerich.	3600	in	ns	ns.hostpoint.ch.
paarberatung-mediation.zuerich.	3600	in	ns	ns2.hostpoint.ch.
paarberatung-mediation.zuerich.	3600	in	ns	ns3.hostpoint.ch.
palomarltd.zuerich.	3600	in	ns	ns.hostpoint.ch.
palomarltd.zuerich.	3600	in	ns	ns2.hostpoint.ch.
palomarltd.zuerich.	3600	in	ns	ns3.hostpoint.ch.
pannenhilfe.zuerich.	3600	in	ns	ns1223.ispapi.net.
pannenhilfe.zuerich.	3600	in	ns	ns2179.ispapi.net.
pannenhilfe.zuerich.	3600	in	ns	ns3183.ispapi.net.
papillon.zuerich.	3600	in	ns	ns.hostpoint.ch.
papillon.zuerich.	3600	in	ns	ns2.hostpoint.ch.
papillon.zuerich.	3600	in	ns	ns3.hostpoint.ch.
parkett.zuerich.	3600	in	ds	56284 13 2 919585295B0ED8694E5B7805F48DA6E8945420A92B84A95A3FE546C979FDCAC9
parkett.zuerich.	3600	in	ns	ns.hostpoint.ch.
parkett.zuerich.	3600	in	ns	ns2.hostpoint.ch.
parkett.zuerich.	3600	in	ns	ns3.hostpoint.ch.
parkett.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. Da6LAqmX0DsKXy+8DS6dbaMe9JMN/X1YMOjFwsBr+GrzmcPDJ7OCMya/foO8yvH5qI+SGGTvWTFGAg1El0JtGOczEwfGZo0pcwJgh18PLQnOzSh4lVnjU1+sClX/DFfzTE62SOEcIE5mV4U4i4cjIfDLbm0nFCJnI2IiZcfE4Qo=
pasta.zuerich.	3600	in	ns	ns.hostpoint.ch.
pasta.zuerich.	3600	in	ns	ns2.hostpoint.ch.
pasta.zuerich.	3600	in	ns	ns3.hostpoint.ch.
pathologie.zuerich.	3600	in	ns	ns1223.ispapi.net.
pathologie.zuerich.	3600	in	ns	ns2179.ispapi.net.
pathologie.zuerich.	3600	in	ns	ns3183.ispapi.net.
payroll.zuerich.	3600	in	ns	ns.hostpoint.ch.
payroll.zuerich.	3600	in	ns	ns2.hostpoint.ch.
payroll.zuerich.	3600	in	ns	ns3.hostpoint.ch.
pcfulblgbe5tpu6bppbl5r48eh7gk4oa.zuerich.	900	in	nsec3	1 1 0 - PIIRSVFL9OPVGR0U000FFQPC8LPCQ6B5 NS DS RRSIG
pcfulblgbe5tpu6bppbl5r48eh7gk4oa.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. HI05Laa/FrOOhZzccGcRMBADqUkwwdv27sdd5rfuUIsGXT+KT6cNaD8S/bachbl1rK35+ffVJQjAnHKu50lX1RDjaUEI79LFT+XxSQpz1CY4o4hJ5KKS8fZQe6QGkHlDGHTR3bO4ER80F2CyVRONLZL6zTMJrHLfZ6gEBE/WtRU=
pcsupport.zuerich.	3600	in	ns	ns1.gowww.ch.
pcsupport.zuerich.	3600	in	ns	ns2.gowww.ch.
pdt-subdomain-test-ilor8p.zuerich.	3600	in	ds	60485 5 1 2BB183AF5F22588179A53B0A98631FAD1A292118
pdt-subdomain-test-ilor8p.zuerich.	3600	in	ns	ns0.example.com.
pdt-subdomain-test-ilor8p.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. GYCnVh02HO7B2V3KX4FXu9QD3xRVb3GBpgfIkVF/wL0ZzsQSwDT5UHyxXmuS7N5pezK4sy/ZKVmwHhlC5ijlJ/SXFgF+rTOaqUG1ReF439V8OOaiD5E3DfvJDUbiqrAaMps/MdHoEmiEFTleYnqU8aX8v5mcLOLm3nasORiC7xE=
pedrocchi.zuerich.	3600	in	ns	ns.hostpoint.ch.
pedrocchi.zuerich.	3600	in	ns	ns2.hostpoint.ch.
pedrocchi.zuerich.	3600	in	ns	ns3.hostpoint.ch.
personal-training.zuerich.	3600	in	ns	ns1.directorysecure.com.
personal-training.zuerich.	3600	in	ns	ns2.directorysecure.com.
personal.zuerich.	3600	in	ns	ns.hostpoint.ch.
personal.zuerich.	3600	in	ns	ns2.hostpoint.ch.
personal.zuerich.	3600	in	ns	ns3.hostpoint.ch.
pferdechirurgie.zuerich.	3600	in	ns	ns.hostpoint.ch.
pferdechirurgie.zuerich.	3600	in	ns	ns2.hostpoint.ch.
pferdechirurgie.zuerich.	3600	in	ns	ns3.hostpoint.ch.
pferdeklinik.zuerich.	3600	in	ns	ns.hostpoint.ch.
pferdeklinik.zuerich.	3600	in	ns	ns2.hostpoint.ch.
pferdeklinik.zuerich.	3600	in	ns	ns3.hostpoint.ch.
pferdemedizin.zuerich.	3600	in	ns	ns.hostpoint.ch.
pferdemedizin.zuerich.	3600	in	ns	ns2.hostpoint.ch.
pferdemedizin.zuerich.	3600	in	ns	ns3.hostpoint.ch.
pferdesportmedizin.zuerich.	3600	in	ns	ns.hostpoint.ch.
pferdesportmedizin.zuerich.	3600	in	ns	ns2.hostpoint.ch.
pferdesportmedizin.zuerich.	3600	in	ns	ns3.hostpoint.ch.
pflegezuhause.zuerich.	3600	in	ns	ns.hostpoint.ch.
pflegezuhause.zuerich.	3600	in	ns	ns2.hostpoint.ch.
pflegezuhause.zuerich.	3600	in	ns	ns3.hostpoint.ch.
ph.zuerich.	3600	in	ns	ns1.brandshelter.com.
ph.zuerich.	3600	in	ns	ns2.brandshelter.de.
ph.zuerich.	3600	in	ns	ns3.brandshelter.info.
ph.zuerich.	3600	in	ns	ns4.brandshelter.net.
ph.zuerich.	3600	in	ns	ns5.brandshelter.us.
phd.zuerich.	3600	in	ns	ns.hostpoint.ch.
phd.zuerich.	3600	in	ns	ns2.hostpoint.ch.
phd.zuerich.	3600	in	ns	ns3.hostpoint.ch.
philharmonia.zuerich.	3600	in	ns	ns5.nine.ch.
philharmonia.zuerich.	3600	in	ns	ns6.nine.ch.
photobox.zuerich.	3600	in	ns	ns.hostpoint.ch.
photobox.zuerich.	3600	in	ns	ns2.hostpoint.ch.
photobox.zuerich.	3600	in	ns	ns3.hostpoint.ch.
photographer.zuerich.	3600	in	ns	ns.hostpoint.ch.
photographer.zuerich.	3600	in	ns	ns2.hostpoint.ch.
photographer.zuerich.	3600	in	ns	ns3.hostpoint.ch.
photography.zuerich.	3600	in	ns	ns.hostpoint.ch.
photography.zuerich.	3600	in	ns	ns2.hostpoint.ch.
photography.zuerich.	3600	in	ns	ns3.hostpoint.ch.
photovoltaik.zuerich.	3600	in	ns	ns.hostpoint.ch.
photovoltaik.zuerich.	3600	in	ns	ns2.hostpoint.ch.
photovoltaik.zuerich.	3600	in	ns	ns3.hostpoint.ch.
physiotherapie.zuerich.	3600	in	ds	65318 13 2 120D63F544D14E767ABFA65CF2E94CEB37541FBC9E22650AA046B78A45DB9918
physiotherapie.zuerich.	3600	in	ns	ns41.infomaniak.com.
physiotherapie.zuerich.	3600	in	ns	ns42.infomaniak.com.
physiotherapie.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. qYpV74wBYUPJeNriAxI62cKvzU0m/lACNgLAuMTHUFWWsgJsA6mcPk/lCbZueNnM+BEH6v5ElrgvFr490ClM7p6Uh6pyuu1fas6Bp8J8I20PbpsLhCk5w8giYX+6Xl4Fx3jJu/iKaKaAFYCU3LKNmusdyR2HQhGZG2//wkcXc0M=
piirsvfl9opvgr0u000ffqpc8lpcq6b5.zuerich.	900	in	nsec3	1 1 0 - PRA8NURVP6HRNN2I4AC2IVO2KVDD2JCR NS DS RRSIG
piirsvfl9opvgr0u000ffqpc8lpcq6b5.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. uMAWQHyEftPWQIn4ZlRAPoK0DNrjpLaA4F6x4BS889X5TxKHW8rSWt6gWssDXESs+FYOU2YN/eMD2uaU5uEfJ+9QBmpKUcMX6/4Jv1SJb9dKAPxqeh5gXEirmGLhYf1Q3/tpXrnNcWAQo8AYVVYhM2i1T1VqAe8VIezQfdPW4fA=
pilates.zuerich.	3600	in	ns	ns.hostpoint.ch.
pilates.zuerich.	3600	in	ns	ns2.hostpoint.ch.
pilates.zuerich.	3600	in	ns	ns3.hostpoint.ch.
pizza.zuerich.	3600	in	ns	ns.hostpoint.ch.
pizza.zuerich.	3600	in	ns	ns2.hostpoint.ch.
pizza.zuerich.	3600	in	ns	ns3.hostpoint.ch.
plakatgalerie.zuerich.	3600	in	ns	ns.hostpoint.ch.
plakatgalerie.zuerich.	3600	in	ns	ns2.hostpoint.ch.
plakatgalerie.zuerich.	3600	in	ns	ns3.hostpoint.ch.
planet5.zuerich.	3600	in	ns	ns.hostpoint.ch.
planet5.zuerich.	3600	in	ns	ns2.hostpoint.ch.
planet5.zuerich.	3600	in	ns	ns3.hostpoint.ch.
plattformmobilitaet.zuerich.	3600	in	ns	ns1.brandshelter.com.
plattformmobilitaet.zuerich.	3600	in	ns	ns2.brandshelter.de.
plattformmobilitaet.zuerich.	3600	in	ns	ns3.brandshelter.info.
plattformmobilitaet.zuerich.	3600	in	ns	ns4.brandshelter.net.
plattformmobilitaet.zuerich.	3600	in	ns	ns5.brandshelter.us.
playground.zuerich.	3600	in	ns	ns1223.ispapi.net.
playground.zuerich.	3600	in	ns	ns2179.ispapi.net.
playground.zuerich.	3600	in	ns	ns3183.ispapi.net.
plazaklub.zuerich.	3600	in	ns	ns1.registrant-verification.ispapi.net.
plazaklub.zuerich.	3600	in	ns	ns2.registrant-verification.ispapi.net.
plazaklub.zuerich.	3600	in	ns	ns3.registrant-verification.ispapi.net.
plazmalab.zuerich.	3600	in	ns	ns1.vercel-dns.com.
plazmalab.zuerich.	3600	in	ns	ns2.vercel-dns.com.
pmc.zuerich.	3600	in	ns	ns1.beethoven.metanet.ch.
pmc.zuerich.	3600	in	ns	ns2.beethoven.metanet.ch.
pmp.zuerich.	3600	in	ns	ns.hostpoint.ch.
pmp.zuerich.	3600	in	ns	ns2.hostpoint.ch.
pmp.zuerich.	3600	in	ns	ns3.hostpoint.ch.
police.zuerich.	3600	in	ns	ns.hostpoint.ch.
police.zuerich.	3600	in	ns	ns2.hostpoint.ch.
police.zuerich.	3600	in	ns	ns3.hostpoint.ch.
policecloud.zuerich.	3600	in	ns	ns1223.ispapi.net.
policecloud.zuerich.	3600	in	ns	ns2179.ispapi.net.
policecloud.zuerich.	3600	in	ns	ns3183.ispapi.net.
polizei.zuerich.	3600	in	ns	ns.hostpoint.ch.
polizei.zuerich.	3600	in	ns	ns2.hostpoint.ch.
polizei.zuerich.	3600	in	ns	ns3.hostpoint.ch.
polizeimusik.zuerich.	3600	in	ns	ns.hostpoint.ch.
polizeimusik.zuerich.	3600	in	ns	ns2.hostpoint.ch.
polizeimusik.zuerich.	3600	in	ns	ns3.hostpoint.ch.
polizeischule.zuerich.	3600	in	ns	ns.hostpoint.ch.
polizeischule.zuerich.	3600	in	ns	ns2.hostpoint.ch.
polizeischule.zuerich.	3600	in	ns	ns3.hostpoint.ch.
pool.zuerich.	3600	in	ds	25392 13 2 D90C234CA39C60D7D1499905295AB101CBEE047E0800B66BBD4C938D90590CE4
pool.zuerich.	3600	in	ns	nsany1.infomaniak.com.
pool.zuerich.	3600	in	ns	nsany2.infomaniak.com.
pool.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. MbcRYJbrAsGp006mip6OXpC18CuI8GpNcfBfbk0vZuu1tvPSZ6t33fjeeUjzSGgBE0ICWk5LaD2UVzmqCx5wlRw5yHZqXi0YJyn+5GVzY/wu4TZdXROYU0u9nGC6YW+JvLT7Zsa/OjzgWL2E0c2RJqsHtgsOpymONNcBYZR5NYw=
pops.zuerich.	3600	in	ns	n2.iptwins.net.
pops.zuerich.	3600	in	ns	ns1.iptwins.net.
pops.zuerich.	3600	in	ns	ns3.iptwins.com.
pops.zuerich.	3600	in	ns	ns4.iptwins.com.
popup.zuerich.	3600	in	ns	ns1.domains.ch.
popup.zuerich.	3600	in	ns	ns2.domains.ch.
porsche-studio.zuerich.	3600	in	ns	ns1.rrpproxy.net.
porsche-studio.zuerich.	3600	in	ns	ns2.rrpproxy.net.
porsche-studio.zuerich.	3600	in	ns	ns3.rrpproxy.net.
porsche-zuerich.zuerich.	3600	in	ns	ns1.rrpproxy.net.
porsche-zuerich.zuerich.	3600	in	ns	ns2.rrpproxy.net.
porsche-zuerich.zuerich.	3600	in	ns	ns3.rrpproxy.net.
porta-mundi.zuerich.	3600	in	ns	ns.hostpoint.ch.
porta-mundi.zuerich.	3600	in	ns	ns2.hostpoint.ch.
porta-mundi.zuerich.	3600	in	ns	ns3.hostpoint.ch.
portamundi.zuerich.	3600	in	ns	ns.hostpoint.ch.
portamundi.zuerich.	3600	in	ns	ns2.hostpoint.ch.
portamundi.zuerich.	3600	in	ns	ns3.hostpoint.ch.
portrait.zuerich.	3600	in	ns	ns.hostpoint.ch.
portrait.zuerich.	3600	in	ns	ns2.hostpoint.ch.
portrait.zuerich.	3600	in	ns	ns3.hostpoint.ch.
portraitfotograf.zuerich.	3600	in	ds	51948 13 2 A0B4C90163888DEF5303902026AFCC695A4BA90D8A71E65C1CE6799A137E04CC
portraitfotograf.zuerich.	3600	in	ns	nsany1.infomaniak.com.
portraitfotograf.zuerich.	3600	in	ns	nsany2.infomaniak.com.
portraitfotograf.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. WqQ8i1RkK6K2VWq6p6RtkDzykK/tQ/U6prr/u83YODmLPQeFff64vcG2KLYTpNTt8+O7HSzEgT7h0VGW6WuA2m87ivE51gHpa6FyPNVZ+VDiawRLkKKYCAXscinYAEEYhmeoVNHKdaEZAsj/b3rWqCiTvnhVsmniNrNWIRWclos=
postergallery.zuerich.	3600	in	ns	ns.hostpoint.ch.
postergallery.zuerich.	3600	in	ns	ns2.hostpoint.ch.
postergallery.zuerich.	3600	in	ns	ns3.hostpoint.ch.
ppi.zuerich.	3600	in	ns	ns.hostpoint.ch.
ppi.zuerich.	3600	in	ns	ns2.hostpoint.ch.
ppi.zuerich.	3600	in	ns	ns3.hostpoint.ch.
pra8nurvp6hrnn2i4ac2ivo2kvdd2jcr.zuerich.	900	in	nsec3	1 1 0 - Q326TEUVRANBJOCU6NT8JBBO1EEQN6LD NS DS RRSIG
pra8nurvp6hrnn2i4ac2ivo2kvdd2jcr.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. gP5c+uwT87noOZ5jf6XjENqarDSXsycgNCZbKojXWuCXpNY/c0WOqxPv9lHtbKyLMIAVsUou8t6yADrZ0LTcH7jVtI80jcGTLcSY/qiCgOAUm1/gqJktvrOFKc2iAgiJ0rn1rA/JW7vAKBFhOzlkhgn1g8cX0wKJHjYampOBm3w=
pragentur.zuerich.	3600	in	ns	ns.hostpoint.ch.
pragentur.zuerich.	3600	in	ns	ns2.hostpoint.ch.
pragentur.zuerich.	3600	in	ns	ns3.hostpoint.ch.
privat-spitex.zuerich.	3600	in	ns	ns1.jovinus.metanet.ch.
privat-spitex.zuerich.	3600	in	ns	ns2.jovinus.metanet.ch.
privatdetektiv.zuerich.	3600	in	ns	ns.hostpoint.ch.
privatdetektiv.zuerich.	3600	in	ns	ns2.hostpoint.ch.
privatdetektiv.zuerich.	3600	in	ns	ns3.hostpoint.ch.
privatspitex.zuerich.	3600	in	ns	ns1.jovinus.metanet.ch.
privatspitex.zuerich.	3600	in	ns	ns2.jovinus.metanet.ch.
pubs.zuerich.	3600	in	ns	ns77.tophost.ch.
pubs.zuerich.	3600	in	ns	ns78.tophost.ch.
